,GENE,POS
3635,ENSG00000143252,"[161284047, 161332984]"
2762,ENSG00000236933,"[120835810, 120838343]"
1380,ENSG00000233514,"[44587825, 44588184]"
867,ENSG00000117713,"[27022524, 27108595]"
102,ENSG00000169962,"[1266694, 1270686]"
2902,ENSG00000230832,"[146553887, 146555127]"
4441,ENSG00000229657,"[204915736, 204916297]"
1235,ENSG00000183682,"[39957318, 39991607]"
1825,ENSG00000116652,"[64014588, 64015405]"
275,ENSG00000116285,"[8064464, 8086368]"
4115,ENSG00000231791,"[184298205, 184301960]"
2390,ENSG00000228399,"[101721830, 101722172]"
5341,ENSG00000182783,"[248721784, 248722797]"
2855,ENSG00000177144,"[145139025, 145139569]"
2156,ENSG00000234518,"[89569968, 89570450]"
3739,ENSG00000230898,"[166117019, 166134332]"
2905,ENSG00000273071,"[146644765, 146724314]"
4112,ENSG00000198860,"[184020811, 184043346]"
850,ENSG00000225854,"[26653179, 26653524]"
299,ENSG00000201725,"[8943486, 8943592]"
3958,ENSG00000236021,"[176176784, 176198466]"
1832,ENSG00000200508,"[64532312, 64532413]"
1823,ENSG00000264271,"[63995288, 63995569]"
2490,ENSG00000254942,"[110082528, 110086459]"
366,ENSG00000226849,"[11128528, 11133154]"
4137,ENSG00000238061,"[185249976, 185250948]"
2991,ENSG00000231448,"[148854138, 148891740]"
123,ENSG00000215014,"[1510355, 1511373]"
4482,ENSG00000240754,"[206288156, 206306131]"
3920,ENSG00000185278,"[173837220, 173872687]"
5179,ENSG00000230199,"[243138307, 243138386]"
2146,ENSG00000065243,"[89149905, 89301938]"
2488,ENSG00000181754,"[110046797, 110052360]"
2256,ENSG00000023909,"[94350761, 94374966]"
3504,ENSG00000198967,"[158576229, 158577170]"
1850,ENSG00000234496,"[65558075, 65558297]"
5196,ENSG00000228939,"[243956507, 243957702]"
2966,ENSG00000122497,"[148003642, 148025863]"
552,ENSG00000219481,"[16888814, 16940057]"
4541,ENSG00000224540,"[209405541, 209406764]"
2090,ENSG00000180869,"[85093913, 85100703]"
5071,ENSG00000227236,"[235777974, 235779697]"
2636,ENSG00000197323,"[114935399, 115053781]"
4989,ENSG00000270106,"[231664399, 231954990]"
3779,ENSG00000232194,"[167789644, 167790462]"
2534,ENSG00000143105,"[111059839, 111061797]"
3823,ENSG00000007908,"[169691781, 169733846]"
5008,ENSG00000251508,"[233431071, 233431473]"
4573,ENSG00000221488,"[211384331, 211384424]"
610,ENSG00000266098,"[19410046, 19410145]"
689,ENSG00000187942,"[22138758, 22151714]"
1840,ENSG00000234784,"[65384126, 65384366]"
560,ENSG00000268869,"[17013834, 17046652]"
1673,ENSG00000256407,"[54606897, 54665746]"
2487,ENSG00000174151,"[110036674, 110045554]"
2209,ENSG00000273487,"[92654794, 92656264]"
4860,ENSG00000181450,"[227751244, 227865144]"
3039,ENSG00000197844,"[149689368, 149689854]"
219,ENSG00000260972,"[5553038, 5554734]"
3789,ENSG00000214262,"[168214803, 168216581]"
2406,ENSG00000230759,"[103957501, 103968087]"
2039,ENSG00000162618,"[79355449, 79472403]"
5252,ENSG00000252495,"[246970417, 246970487]"
2914,ENSG00000207209,"[146891926, 146892027]"
2630,ENSG00000163349,"[114471814, 114520426]"
4761,ENSG00000178395,"[223566715, 223568812]"
4809,ENSG00000143742,"[225965531, 225978168]"
100,ENSG00000240731,"[1252961, 1254069]"
1499,ENSG00000271355,"[47949370, 47949834]"
4078,ENSG00000121446,"[182419256, 182529734]"
1406,ENSG00000142959,"[45249257, 45253377]"
3746,ENSG00000238087,"[166535415, 166549942]"
1021,ENSG00000229167,"[32037186, 32041174]"
4459,ENSG00000117266,"[205473723, 205501921]"
2719,ENSG00000229911,"[119255622, 119256301]"
1495,ENSG00000225762,"[47846600, 47874149]"
839,ENSG00000142684,"[26496362, 26498551]"
1721,ENSG00000223956,"[56880635, 56881638]"
3703,ENSG00000207082,"[164608802, 164608908]"
5035,ENSG00000228044,"[234782035, 234818922]"
1026,ENSG00000264078,"[32110295, 32114972]"
4953,ENSG00000143641,"[230193536, 230417870]"
1560,ENSG00000233406,"[51716270, 51717144]"
2236,ENSG00000222664,"[93491809, 93492099]"
5109,ENSG00000225723,"[238112514, 238113034]"
1542,ENSG00000271782,"[50902700, 50902978]"
1248,ENSG00000252413,"[40189238, 40189299]"
4996,ENSG00000224436,"[232357684, 232357920]"
5180,ENSG00000234116,"[243169147, 243170770]"
847,ENSG00000158062,"[26607819, 26644854]"
3100,ENSG00000224690,"[150772949, 150773507]"
4815,ENSG00000255835,"[226074396, 226111978]"
3872,ENSG00000117533,"[171669300, 171711387]"
3677,ENSG00000259788,"[162530017, 162531098]"
761,ENSG00000232557,"[24233601, 24234375]"
4774,ENSG00000243000,"[224183597, 224191356]"
3186,ENSG00000143631,"[152274651, 152297679]"
4360,ENSG00000253042,"[202496438, 202496555]"
4081,ENSG00000261504,"[182584389, 182585764]"
1272,ENSG00000213172,"[40830438, 40830855]"
808,ENSG00000266468,"[25732722, 25732780]"
1750,ENSG00000264081,"[59230521, 59230607]"
205,ENSG00000272153,"[3701572, 3702102]"
4417,ENSG00000230550,"[204110536, 204112137]"
5187,ENSG00000232085,"[243327940, 243332747]"
4645,ENSG00000215819,"[214705538, 214706810]"
1991,ENSG00000230027,"[76507376, 76531913]"
2229,ENSG00000154511,"[93307724, 93427057]"
331,ENSG00000202415,"[10007376, 10007694]"
3697,ENSG00000228289,"[163738576, 163738928]"
2520,ENSG00000235526,"[110720265, 110721341]"
3683,ENSG00000185860,"[162794248, 162838605]"
2603,ENSG00000184599,"[113263041, 113269857]"
4666,ENSG00000231814,"[218066242, 218094146]"
3771,ENSG00000227776,"[167488773, 167489823]"
4778,ENSG00000229930,"[224218406, 224222758]"
3108,ENSG00000259357,"[150937736, 150938734]"
2037,ENSG00000221683,"[79152745, 79152845]"
2327,ENSG00000259946,"[98432561, 98434370]"
3754,ENSG00000225171,"[166837985, 166838446]"
2675,ENSG00000269279,"[116915890, 116926718]"
724,ENSG00000240553,"[23346640, 23414551]"
1929,ENSG00000237033,"[71126340, 71126948]"
996,ENSG00000229607,"[31283225, 31288400]"
2451,ENSG00000238118,"[108926358, 108963917]"
1463,ENSG00000225667,"[46921495, 46948147]"
5129,ENSG00000228818,"[240305970, 240308689]"
1758,ENSG00000241042,"[59520069, 59521721]"
2318,ENSG00000188641,"[97543299, 98386605]"
57,ENSG00000230368,"[803451, 812283]"
5319,ENSG00000197067,"[248246936, 248247898]"
906,ENSG00000000938,"[27938575, 27961788]"
2442,ENSG00000264753,"[108561275, 108561393]"
646,ENSG00000158816,"[20617412, 20681387]"
3871,ENSG00000230364,"[171652268, 171653578]"
3417,ENSG00000163468,"[156278759, 156337664]"
1714,ENSG00000230250,"[56381282, 56410636]"
3565,ENSG00000225279,"[160032278, 160049611]"
4142,ENSG00000270920,"[185404971, 185405179]"
3784,ENSG00000143147,"[168053997, 168106821]"
2142,ENSG00000239504,"[88943514, 88943797]"
1125,ENSG00000228348,"[35587623, 35588085]"
4391,ENSG00000231507,"[203256280, 203257929]"
2015,ENSG00000222849,"[78245589, 78245684]"
4709,ENSG00000224867,"[220603286, 220608023]"
1893,ENSG00000238778,"[68238276, 68238336]"
1796,ENSG00000201153,"[62763821, 62763928]"
203,ENSG00000130764,"[3696784, 3713068]"
3375,ENSG00000237872,"[155402969, 155404053]"
4693,ENSG00000162813,"[220230824, 220263804]"
3286,ENSG00000143545,"[153954127, 153958834]"
643,ENSG00000225986,"[20510735, 20512979]"
3118,ENSG00000143458,"[151043054, 151098018]"
1751,ENSG00000177606,"[59246465, 59249785]"
3974,ENSG00000120341,"[177893091, 177953438]"
2916,ENSG00000272480,"[146953988, 146954378]"
4213,ENSG00000116741,"[192778169, 192781403]"
871,ENSG00000204160,"[27153201, 27184093]"
863,ENSG00000229247,"[26966868, 26967105]"
3909,ENSG00000232113,"[173604912, 173606273]"
4451,ENSG00000225063,"[205202949, 205205995]"
2415,ENSG00000174876,"[104230037, 104239302]"
2560,ENSG00000173947,"[111888910, 111895635]"
1240,ENSG00000228060,"[40030832, 40038875]"
2313,ENSG00000137970,"[97144430, 97145176]"
4533,ENSG00000226843,"[208428635, 208428721]"
181,ENSG00000215912,"[2567415, 2718286]"
3350,ENSG00000163462,"[155145873, 155157447]"
1169,ENSG00000119535,"[36931644, 36948879]"
2126,ENSG00000097033,"[87170259, 87213867]"
2237,ENSG00000251837,"[93492967, 93493063]"
4429,ENSG00000198625,"[204485511, 204542871]"
3488,ENSG00000158481,"[158259576, 158263420]"
1298,ENSG00000215893,"[41564310, 41564808]"
4460,ENSG00000253097,"[205535844, 205535927]"
573,ENSG00000272426,"[17230834, 17231271]"
2927,ENSG00000188092,"[147400506, 147465753]"
4530,ENSG00000226202,"[208047140, 208052418]"
1453,ENSG00000085998,"[46654354, 46685977]"
3705,ENSG00000233693,"[164738353, 164743878]"
5140,ENSG00000228844,"[240799899, 240800352]"
2595,ENSG00000252750,"[113177341, 113177406]"
190,ENSG00000130762,"[3370990, 3397677]"
881,ENSG00000225294,"[27312388, 27312831]"
2372,ENSG00000213421,"[101052205, 101052987]"
484,ENSG00000142621,"[15573768, 15726779]"
3091,ENSG00000143384,"[150547032, 150552066]"
4728,ENSG00000232436,"[221681901, 221684321]"
1740,ENSG00000235038,"[58525811, 58545946]"
2624,ENSG00000134242,"[114356433, 114414381]"
3832,ENSG00000232959,"[169993218, 169993824]"
3589,ENSG00000066294,"[160510885, 160549306]"
1791,ENSG00000234088,"[62656194, 62656598]"
1720,ENSG00000223307,"[56843005, 56843090]"
2097,ENSG00000055732,"[85483765, 85514182]"
929,ENSG00000158161,"[28296855, 28415207]"
1971,ENSG00000224127,"[75593515, 75598743]"
931,ENSG00000240750,"[28358397, 28358691]"
2150,ENSG00000235308,"[89389053, 89389527]"
3287,ENSG00000177954,"[153963235, 153964626]"
1247,ENSG00000225333,"[40183700, 40184267]"
3379,ENSG00000223503,"[155560392, 155561053]"
4222,ENSG00000134371,"[193091147, 193223031]"
4128,ENSG00000232792,"[185040699, 185041167]"
1038,ENSG00000203325,"[32517892, 32539075]"
1877,ENSG00000252433,"[67568328, 67568462]"
4685,ENSG00000238232,"[219730534, 219731043]"
2067,ENSG00000233290,"[82680904, 82726817]"
957,ENSG00000221539,"[28905261, 28905334]"
4639,ENSG00000117707,"[214156524, 214214595]"
2064,ENSG00000236676,"[82051626, 82091398]"
1772,ENSG00000238242,"[60580547, 60615351]"
5270,ENSG00000252516,"[247367872, 247367963]"
3780,ENSG00000143158,"[167885967, 167906278]"
2444,ENSG00000085491,"[108676658, 108743471]"
354,ENSG00000130940,"[10696661, 10856707]"
21,ENSG00000233653,"[329431, 332236]"
448,ENSG00000204502,"[13359819, 13369057]"
453,ENSG00000204501,"[13421176, 13428191]"
3817,ENSG00000234604,"[169443298, 169443397]"
2429,ENSG00000230932,"[106623423, 106624001]"
12,ENSG00000269981,"[137682, 137965]"
4911,ENSG00000199910,"[228766137, 228766255]"
2632,ENSG00000270780,"[114544055, 114544857]"
4267,ENSG00000236278,"[198648268, 198649162]"
642,ENSG00000187980,"[20487746, 20503917]"
1833,ENSG00000223949,"[64560125, 64636980]"
1785,ENSG00000200575,"[62282091, 62282194]"
2098,ENSG00000266110,"[85599477, 85599556]"
3555,ENSG00000266458,"[159869769, 159869869]"
372,ENSG00000171819,"[11249398, 11256038]"
1498,ENSG00000186564,"[47901689, 47906363]"
3251,ENSG00000197956,"[153507075, 153508720]"
3798,ENSG00000227777,"[168511975, 168512592]"
2253,ENSG00000211575,"[94312388, 94312467]"
4172,ENSG00000150732,"[188036429, 188036656]"
3902,ENSG00000232751,"[173320828, 173321143]"
3408,ENSG00000160785,"[156163880, 156182587]"
2060,ENSG00000227288,"[81967479, 81969153]"
192,ENSG00000162591,"[3406484, 3528059]"
62,ENSG00000241180,"[849551, 850351]"
1899,ENSG00000116729,"[68564142, 68698803]"
1630,ENSG00000232993,"[53535610, 53551174]"
104,ENSG00000162576,"[1288069, 1297157]"
1217,ENSG00000215895,"[39174603, 39176562]"
4072,ENSG00000231684,"[182305136, 182305475]"
4402,ENSG00000221643,"[203698709, 203698833]"
2654,ENSG00000228035,"[115825655, 115910693]"
4511,ENSG00000123836,"[207222801, 207254369]"
4970,ENSG00000238985,"[231031178, 231031250]"
126,ENSG00000272106,"[1549138, 1551175]"
244,ENSG00000162408,"[6581407, 6614595]"
1518,ENSG00000224986,"[48790752, 48791795]"
899,ENSG00000174950,"[27705666, 27709870]"
516,ENSG00000238818,"[16237392, 16237492]"
1309,ENSG00000227538,"[42506268, 42507400]"
147,ENSG00000226969,"[1980642, 1981509]"
1198,ENSG00000197982,"[38272651, 38275126]"
3278,ENSG00000236327,"[153863071, 153863341]"
517,ENSG00000270620,"[16244193, 16244403]"
2036,ENSG00000238015,"[79131957, 79132380]"
3226,ENSG00000241794,"[153028589, 153030013]"
1686,ENSG00000162390,"[55007930, 55104865]"
1578,ENSG00000212076,"[52302013, 52302082]"
2249,ENSG00000212601,"[93953890, 93954009]"
2849,ENSG00000222788,"[144944672, 144944750]"
3007,ENSG00000270962,"[149279016, 149279311]"
3079,ENSG00000117360,"[150293925, 150325671]"
3531,ENSG00000228560,"[159315956, 159438858]"
4599,ENSG00000220749,"[212224829, 212225371]"
1078,ENSG00000221423,"[33391895, 33392000]"
3019,ENSG00000203818,"[149400131, 149400542]"
834,ENSG00000158014,"[26363743, 26372624]"
1885,ENSG00000223263,"[67882897, 67883001]"
2740,ENSG00000229570,"[120038459, 120039464]"
3971,ENSG00000227579,"[177362423, 177566844]"
1651,ENSG00000174332,"[53971910, 54199877]"
1653,ENSG00000058804,"[54231133, 54304533]"
1441,ENSG00000159596,"[46152886, 46160115]"
4312,ENSG00000229821,"[201191241, 201192251]"
110,ENSG00000264293,"[1340841, 1341132]"
4973,ENSG00000252131,"[231124735, 231124869]"
556,ENSG00000207513,"[16993280, 16993443]"
4847,ENSG00000233706,"[227179841, 227180907]"
3940,ENSG00000252552,"[174965661, 174965766]"
678,ENSG00000227001,"[21751118, 21754460]"
3491,ENSG00000186306,"[158368312, 158369256]"
726,ENSG00000266802,"[23384351, 23384427]"
1044,ENSG00000160050,"[32665987, 32670988]"
1513,ENSG00000269709,"[48569306, 48569878]"
2730,ENSG00000227712,"[119802888, 119869926]"
222,ENSG00000216045,"[5875931, 5876019]"
165,ENSG00000178642,"[2316811, 2319922]"
2198,ENSG00000069702,"[92145902, 92371892]"
1941,ENSG00000226324,"[71832737, 71832986]"
644,ENSG00000162543,"[20512578, 20522541]"
3865,ENSG00000238859,"[171451046, 171451148]"
394,ENSG00000199347,"[11968209, 11968328]"
1615,ENSG00000228929,"[53237866, 53238320]"
4242,ENSG00000080910,"[196788898, 196928356]"
1039,ENSG00000121775,"[32537632, 32568467]"
4733,ENSG00000238042,"[222054323, 222151865]"
582,ENSG00000142619,"[17575593, 17610728]"
4816,ENSG00000143811,"[226107578, 226111978]"
4314,ENSG00000118194,"[201328136, 201346890]"
4834,ENSG00000270287,"[226599316, 226599836]"
3732,ENSG00000236364,"[165865116, 165869920]"
1409,ENSG00000222009,"[45274154, 45281257]"
4367,ENSG00000260021,"[202779366, 202779957]"
4256,ENSG00000235582,"[197704766, 197705237]"
2217,ENSG00000162676,"[92940319, 92952433]"
2821,ENSG00000231734,"[143687097, 143720401]"
4633,ENSG00000136643,"[213224589, 213448116]"
1961,ENSG00000237324,"[74807263, 74844486]"
4469,ENSG00000117280,"[205737114, 205744588]"
3021,ENSG00000203817,"[149438750, 149459549]"
1512,ENSG00000242267,"[48561764, 48648100]"
2997,ENSG00000203825,"[149036435, 149067496]"
462,ENSG00000204481,"[13668269, 13673511]"
5335,ENSG00000229255,"[248647546, 248648785]"
5285,ENSG00000177476,"[247768856, 247769838]"
2188,ENSG00000232882,"[91358549, 91359169]"
1123,ENSG00000233940,"[35519069, 35524872]"
37,ENSG00000229344,"[568137, 568818]"
276,ENSG00000238290,"[8086798, 8182762]"
4395,ENSG00000122176,"[203309756, 203320617]"
2443,ENSG00000226822,"[108614104, 108617141]"
5353,ENSG00000266949,"[248902716, 248903150]"
2378,ENSG00000162695,"[101361632, 101447309]"
2360,ENSG00000225169,"[100678849, 100679226]"
3387,ENSG00000116580,"[155719508, 155829191]"
2263,ENSG00000236689,"[94392171, 94393125]"
161,ENSG00000238240,"[2283083, 2283296]"
4786,ENSG00000143748,"[224415036, 224518089]"
322,ENSG00000233268,"[9720886, 9722684]"
11,ENSG00000268903,"[135141, 135895]"
4964,ENSG00000135773,"[230883130, 230937749]"
589,ENSG00000266727,"[17740127, 17740190]"
17,ENSG00000228463,"[227615, 267253]"
5221,ENSG00000251754,"[245207230, 245207334]"
4901,ENSG00000183929,"[228744885, 228788150]"
968,ENSG00000199756,"[29208238, 29208347]"
2104,ENSG00000264380,"[85750293, 85750356]"
5211,ENSG00000232059,"[244857732, 244858022]"
3984,ENSG00000213057,"[178511887, 178518024]"
1735,ENSG00000236888,"[58071519, 58071878]"
4369,ENSG00000184774,"[202789394, 202796353]"
4240,ENSG00000116785,"[196743925, 196763203]"
486,ENSG00000236045,"[15660662, 15661960]"
2671,ENSG00000173212,"[116654376, 116677861]"
579,ENSG00000252180,"[17484692, 17484779]"
19,ENSG00000237094,"[317720, 453948]"
3306,ENSG00000143595,"[154293566, 154297801]"
4874,ENSG00000143793,"[228288427, 228293112]"
2975,ENSG00000243452,"[148555979, 148596267]"
1213,ENSG00000265596,"[38554903, 38555001]"
2545,ENSG00000121931,"[111489807, 111506701]"
4642,ENSG00000228470,"[214517515, 214530958]"
3465,ENSG00000237189,"[157257493, 157257843]"
3997,ENSG00000143322,"[179068462, 179198819]"
4906,ENSG00000199396,"[228754979, 228755097]"
2305,ENSG00000237435,"[96403457, 96488436]"
2869,ENSG00000131795,"[145507598, 145513536]"
2523,ENSG00000200536,"[110815106, 110815229]"
1537,ENSG00000233407,"[50671756, 50688799]"
3032,ENSG00000268554,"[149626959, 149637707]"
494,ENSG00000251866,"[15868660, 15868799]"
3620,ENSG00000143222,"[161122566, 161128646]"
3155,ENSG00000269621,"[151728017, 151732387]"
1774,ENSG00000231252,"[61125303, 61291256]"
2358,ENSG00000137992,"[100652475, 100715390]"
796,ENSG00000117614,"[25549170, 25558993]"
1185,ENSG00000163879,"[38022520, 38032458]"
5075,ENSG00000222831,"[236016300, 236016360]"
2889,ENSG00000152042,"[146032647, 146082765]"
5029,ENSG00000230404,"[234701044, 234705834]"
3639,ENSG00000236484,"[161348497, 161349148]"
1743,ENSG00000162600,"[58881056, 59012474]"
2234,ENSG00000238787,"[93447794, 93447865]"
3834,ENSG00000203740,"[170115142, 170136931]"
4894,ENSG00000181218,"[228645065, 228645560]"
4341,ENSG00000234678,"[201969222, 201979481]"
5086,ENSG00000237922,"[236449276, 236450260]"
951,ENSG00000242125,"[28832492, 28837404]"
2692,ENSG00000225079,"[117317726, 117318245]"
2024,ENSG00000273338,"[78470030, 78470238]"
324,ENSG00000171603,"[9789084, 9884584]"
5022,ENSG00000235605,"[234492450, 234492887]"
86,ENSG00000205231,"[1108436, 1114935]"
3770,ENSG00000273160,"[167426979, 167429128]"
2139,ENSG00000199318,"[87918923, 87919056]"
3053,ENSG00000272993,"[149817383, 149818053]"
90,ENSG00000078808,"[1152288, 1167411]"
1854,ENSG00000229294,"[65745139, 65772204]"
2689,ENSG00000231072,"[117256455, 117257457]"
3172,ENSG00000223810,"[151921999, 151923388]"
94,ENSG00000160087,"[1189289, 1209265]"
480,ENSG00000175147,"[15442448, 15478960]"
5125,ENSG00000231979,"[240078739, 240080255]"
157,ENSG00000116151,"[2252692, 2323146]"
1521,ENSG00000223175,"[48913608, 48913714]"
3072,ENSG00000271845,"[150227489, 150229681]"
5165,ENSG00000223119,"[242187251, 242187356]"
5138,ENSG00000226014,"[240713167, 240713678]"
5053,ENSG00000236863,"[235459180, 235459650]"
3787,ENSG00000237131,"[168184643, 168184890]"
3982,ENSG00000188585,"[178465031, 178468769]"
3884,ENSG00000230630,"[172109461, 172113934]"
5234,ENSG00000202184,"[246352316, 246352420]"
5156,ENSG00000054277,"[241753404, 241840678]"
3402,ENSG00000132698,"[156030951, 156040295]"
2416,ENSG00000227408,"[104256345, 104262493]"
301,ENSG00000232208,"[8967452, 8967803]"
3472,ENSG00000231700,"[157678876, 157679433]"
3219,ENSG00000184148,"[152943142, 152945050]"
1373,ENSG00000159214,"[44457031, 44462200]"
2918,ENSG00000116128,"[147013182, 147098017]"
3263,ENSG00000143553,"[153631130, 153634306]"
2721,ENSG00000226172,"[119542967, 119544015]"
5102,ENSG00000266262,"[237634419, 237634491]"
3528,ENSG00000248642,"[159248831, 159249791]"
1477,ENSG00000238145,"[47357311, 47358502]"
3,ENSG00000237613,"[34554, 36081]"
230,ENSG00000226944,"[6264900, 6265840]"
5193,ENSG00000236031,"[243708834, 243711631]"
1564,ENSG00000085832,"[51819935, 51985000]"
3193,ENSG00000185966,"[152538130, 152539248]"
1414,ENSG00000266294,"[45378740, 45378844]"
5046,ENSG00000273416,"[235267495, 235267924]"
1321,ENSG00000236876,"[42965876, 42966067]"
4801,ENSG00000185842,"[225083964, 225586996]"
2589,ENSG00000143079,"[112938803, 113006078]"
965,ENSG00000116329,"[29138654, 29190208]"
2355,ENSG00000226952,"[100564795, 100565046]"
1134,ENSG00000202129,"[35893417, 35893494]"
4827,ENSG00000223570,"[226376571, 226376922]"
4613,ENSG00000228067,"[212719036, 212729407]"
5181,ENSG00000231512,"[243192814, 243215554]"
4664,ENSG00000234070,"[217954540, 217958462]"
3022,ENSG00000212544,"[149514090, 149514256]"
4467,ENSG00000268313,"[205682497, 205684153]"
4160,ENSG00000073756,"[186640923, 186649559]"
792,ENSG00000264371,"[25349994, 25350077]"
